nombre,domicilio,localidad,departamento,provincia,cp,longitud,latitud
VASALLO,PERON JUAN DOMINGO PRES AV 4067,ROSARIO,ROSARIO,SANTA FE,2000,,
VERONICA LAZARTE,CASIANO CASAS AV 1870,ROSARIO,ROSARIO,SANTA FE,2000,-60.70812549,-32.90172037
VILAGGI,OROO NICASIO BV 1215,ROSARIO,ROSARIO,SANTA FE,2000,,
VECELLIO,RONDEAU BV 774,ROSARIO,ROSARIO,SANTA FE,2000,-60.6885731,-32.90767857
VITANTONIO,MITRE BARTOLOME 984,ROSARIO,ROSARIO,SANTA FE,2000,,
MEROI,CORDOBA 857,PUERTO GENERAL SAN MARTIN,SAN LORENZO,SANTA FE,2202,-60.73578879,-32.71669669
SINDICATO DE OBREROS Y EMP. ACEITEROS,CORDOBA 1109,PUERTO GENERAL SAN MARTIN,SAN LORENZO,SANTA FE,2202,-60.73850129,-32.71622351
VOLGUEIN,RUTA 11 KM 334 949,PUERTO GENERAL SAN MARTIN,SAN LORENZO,SANTA FE,2202,,
BOSIO,SAN MARTIN 622,PUERTO GENERAL SAN MARTIN,SAN LORENZO,SANTA FE,2202,-60.73026258,-32.71361509
DEL PUERTO,SAN MARTIN 168,PUERTO GENERAL SAN MARTIN,SAN LORENZO,SANTA FE,2202,-60.73119845,-32.71776338
PELOSI,SAN MARTIN 378,PUERTO GENERAL SAN MARTIN,SAN LORENZO,SANTA FE,2202,-60.73079167,-32.71587617
MAROZZI,BV. COLON 928,PUJATO,SAN LORENZO,SANTA FE,2123,-61.04407063,-33.01589059
FIORI,J. R. RODRIGUEZ 567,PUJATO,SAN LORENZO,SANTA FE,2123,,
PENNACCHIONI,J. R. RODRIGUEZ 1199,PUJATO,SAN LORENZO,SANTA FE,2123,,
RODRIGUEZ,J. R. RODRIGUEZ 943,PUJATO,SAN LORENZO,SANTA FE,2123,,
JANDIRIZ,SAN MARTIN 646,PUJATO,SAN LORENZO,SANTA FE,2123,-61.04252468,-33.01863227
WINKER,CAFFERATA 490,RICARDONE,SAN LORENZO,SANTA FE,2201,,
CLARI,URBANO IRIONDO 648,RICARDONE,SAN LORENZO,SANTA FE,2201,-60.78299721,-32.77100445
TRIONFETTI,ALBERDI 402,ROLDAN,SAN LORENZO,SANTA FE,2134,-60.90546263,-32.90386328
TORNABENE,CATAMARCA 788,ROLDAN,SAN LORENZO,SANTA FE,2134,-60.90996016,-32.90532385
BUSTAMANTE,GRAL. LOPEZ 753,ROLDAN,SAN LORENZO,SANTA FE,2134,,
ALBINOLI,SAN MARTIN 818,ROLDAN,SAN LORENZO,SANTA FE,2134,-60.90907942,-32.90024035
CAPDEVILA,URQUIZA 207,ROLDAN,SAN LORENZO,SANTA FE,2134,-60.90774371,-32.90163602
MARTINEZ,DR. PEDRO RUEDA 738,RUEDA,CONSTITUCIÓN,SANTA FE,2921,,
MIGUEL,IRIGOYEN 576,RUFINO,GENERAL LÓPEZ,SANTA FE,6100,-62.71147775,-34.26761608
HOSP.PROV.SAMCO,ALEM VIEYRA 1261,RUFINO,GENERAL LÓPEZ,SANTA FE,6100,,
GUARAGNA,ANGEL MEUNIER 90,RUFINO,GENERAL LÓPEZ,SANTA FE,6100,,
BELEN,AV. COBO 698,RUFINO,GENERAL LÓPEZ,SANTA FE,6100,,
CENTRAL,AVDA. COBO 120,RUFINO,GENERAL LÓPEZ,SANTA FE,6100,,
LUHACES,DR. E. CARBALLERA 289,RUFINO,GENERAL LÓPEZ,SANTA FE,6100,,
SANTA FE,EVA PERON 120,RUFINO,GENERAL LÓPEZ,SANTA FE,6100,-62.71338769,-34.264159
VARELA,MORENO MARIANO 3096,ROSARIO,ROSARIO,SANTA FE,2000,,
VIDA,PROVINCIAS UNIDAS AV 174,ROSARIO,ROSARIO,SANTA FE,2000,-60.71315729,-32.93037717
VALLECILLO,ROUILLON 2520,ROSARIO,ROSARIO,SANTA FE,2000,-60.70156873,-32.9579895
FARMACIA RUCCI,SAN JUAN 497,ROSARIO,ROSARIO,SANTA FE,2000,-60.6306598,-32.951814
VILETTO,SARMIENTO DOMINGO FAUSTINO PRES 1416,ROSARIO,ROSARIO,SANTA FE,2000,,
VESCIO,VELEZ SARSFIELD 369,ROSARIO,ROSARIO,SANTA FE,2000,-60.66878233,-32.92473816
VIAMONTE,VIAMONTE 906,ROSARIO,ROSARIO,SANTA FE,2000,-60.64026155,-32.96577595
VAZQUEZ,VIRASORO 1554,ROSARIO,ROSARIO,SANTA FE,2000,-60.65041178,-32.96877479
YOCCO,SEGUI JUAN FRANCISCO BV 3659,ROSARIO,ROSARIO,SANTA FE,2000,,
ZANNI,AMENABAR 5391,ROSARIO,ROSARIO,SANTA FE,2000,-60.69626494,-32.96353712
ZALVIDEA NAVARRO,PROVINCIAS UNIDAS BIS AV 984,ROSARIO,ROSARIO,SANTA FE,2000,-60.71383933,-32.91725486
ZAETA,MENDOZA AV 847,ROSARIO,ROSARIO,SANTA FE,2000,,
AMARILLA,ALVAREZ CONDARCO BIS 790,ROSARIO,ROSARIO,SANTA FE,2000,-60.75612231,-32.92065071
ALBERDI,ALBERDI 669,ROSARIO,ROSARIO,SANTA FE,2000,-60.68209901,-32.91981871
AVENIDA,ALBERDI 1098,ROSARIO,ROSARIO,SANTA FE,2000,-60.68575895,-32.91524395
AVELLANEDA,CORDOBA 4101,ROSARIO,ROSARIO,SANTA FE,2000,,
AYOLAS,ESPAÐA 3407,ROSARIO,ROSARIO,SANTA FE,2000,-60.65415971,-32.97536454
ALMA,MATIENZO 997,ROSARIO,ROSARIO,SANTA FE,2000,-60.69475327,-32.93857341
BIRCHER,GENOVA 2363,ROSARIO,ROSARIO,SANTA FE,2000,,
CHIOVOLONI,CALLAO 5044,ROSARIO,ROSARIO,SANTA FE,2000,-60.67181882,-32.99714345
COLLOMB,CORDOBA 4313,ROSARIO,ROSARIO,SANTA FE,2000,,
DIMARCO,OROÐO NICASIO BV 5831,ROSARIO,ROSARIO,SANTA FE,2000,,
DOSOUTO,25 DE MAYO AV CIRCUNVALACION 1965,ROSARIO,ROSARIO,SANTA FE,2000,,
BENGUA,MANUEL ROCA 340,RUFINO,GENERAL LÓPEZ,SANTA FE,6100,-62.71579857,-34.2641337
SIOLA,MANUEL ROCA 36,RUFINO,GENERAL LÓPEZ,SANTA FE,6100,-62.71487917,-34.26095585
BOLLERO,PRESIDENTE PERON 31,RUFINO,GENERAL LÓPEZ,SANTA FE,6100,,
A.D.O.S.,PRIMITIVO GALAN 100,RUFINO,GENERAL LÓPEZ,SANTA FE,6100,-62.71032054,-34.26365102
MANCIOLA,PTE. J. D. PERON 250,RUFINO,GENERAL LÓPEZ,SANTA FE,6100,,
SANTO,PTE. PERON 597,RUFINO,GENERAL LÓPEZ,SANTA FE,6100,,
CASALI,SAN JUAN 115,RUFINO,GENERAL LÓPEZ,SANTA FE,6100,-62.71075369,-34.26579318
STELLA CICCONI,EL PLATA 333,SALTO GRANDE,IRIONDO,SANTA FE,2142,-61.08680863,-32.66915018
MILANESE,PORTEÑA 130,SALTO GRANDE,IRIONDO,SANTA FE,2142,,
TORRI,A. P. CABANIUS 418,SAN GREGORIO,GENERAL LÓPEZ,SANTA FE,2613,,
A.P.R.E.P.A.,1° DE JUNIO 464,SAN JERONIMO SUD,SAN LORENZO,SANTA FE,2136,-61.02381155,-32.88110243
KRENZ,ESTRASBURGO 354,SAN JERONIMO SUD,SAN LORENZO,SANTA FE,2136,-61.02308383,-32.88050803
GIANINETTO DE BRINGA,25 DE MAYO                          111,SAN JOSE DE LA ESQUINA,CASEROS,SANTA FE,2185,-61.70179308,-33.10868934
CIRIACI,MITRE                               776,SAN JOSE DE LA ESQUINA,CASEROS,SANTA FE,2185,-61.70646618,-33.11425873
LOSADA,MORENO                              1073,SAN JOSE DE LA ESQUINA,CASEROS,SANTA FE,2185,-61.70511,-33.11376294
PALAZZESI,RIVADAVIA                           550,SAN JOSE DE LA ESQUINA,CASEROS,SANTA FE,2185,-61.70396329,-33.11250369
ZAMPATTI,RIVADAVIA                           1019,SAN JOSE DE LA ESQUINA,CASEROS,SANTA FE,2185,-61.70508677,-33.11696725
LINPOZZI,SAN MARTIN 499,SAN JOSE DE LA ESQUINA,CASEROS,SANTA FE,2185,-61.70165325,-33.11240639
VICTORIA,SAN MARTIN Y MORENO                 0,SAN JOSE DE LA ESQUINA,CASEROS,SANTA FE,2185,,
DORREGO,AV. DORREGO 2119,SAN LORENZO,SAN LORENZO,SANTA FE,2200,,
POTALIVO,AV. SAN MARTIN 2123,SAN LORENZO,SAN LORENZO,SANTA FE,2200,-60.73408665,-32.74115379
TERZAGHI,AV. SAN MARTIN 3071,SAN LORENZO,SAN LORENZO,SANTA FE,2200,-60.73341172,-32.73113601
ROMEGIALLI,AVDA. GUREL 689,SAN LORENZO,SAN LORENZO,SANTA FE,2200,,
CALZIA,BELGRANO 675,SAN LORENZO,SAN LORENZO,SANTA FE,2200,-60.73499938,-32.7467467
ESPAÐA,ESPAÐA 1795,ROSARIO,ROSARIO,SANTA FE,2000,-60.64953072,-32.95689887
FAGGI,ALBERDI 750,ROSARIO,ROSARIO,SANTA FE,2000,-60.68294793,-32.91873377
FRANZETTI,ESPAÐA 470,ROSARIO,ROSARIO,SANTA FE,2000,-60.64556606,-32.94112688
GIRAUDO,ESPAÐA 1372,ROSARIO,ROSARIO,SANTA FE,2000,-60.64830278,-32.95204498
JUAN CANALS,ESPAÐA 4496,ROSARIO,ROSARIO,SANTA FE,2000,-60.65731338,-32.98787879
LILJESTHROM,ARIJON AV 2757,ROSARIO,ROSARIO,SANTA FE,2000,-60.67554569,-33.00383254
MOSET,CORDOBA 8285,ROSARIO,ROSARIO,SANTA FE,2000,,
MARTINEZ,URUGUAY 110,ROSARIO,ROSARIO,SANTA FE,2000,,
PEREZ,ESPAÐA 5580,ROSARIO,ROSARIO,SANTA FE,2000,-60.65767595,-33.0020856
PILLIOD,GUATEMALA 1170,ROSARIO,ROSARIO,SANTA FE,2000,-60.71723313,-32.94119078
PAGANI,JUNIN 2402,ROSARIO,ROSARIO,SANTA FE,2000,,
ROBIN,ALBERDI 951,ROSARIO,ROSARIO,SANTA FE,2000,-60.68452411,-32.91678483
ROMEO,CORDOBA 7695,ROSARIO,ROSARIO,SANTA FE,2000,,
SCOLARI,DUARTE DE PERON EVA AV 3458,ROSARIO,ROSARIO,SANTA FE,2000,,
TREIDE,DORREGO MANUEL 5899,ROSARIO,ROSARIO,SANTA FE,2000,,
VICTORIA,ESPAÐA 620,ROSARIO,ROSARIO,SANTA FE,2000,-60.64599543,-32.94282356
CARATOLLI,ASURMENDI 501,ACEBAL,ROSARIO,SANTA FE,2109,-60.83568168,-33.24126894
VUKSICH,ASURMENDI 654,ACEBAL,ROSARIO,SANTA FE,2109,-60.83612491,-33.24298066
BARBERO,BV. CENTENARIO 352,ACEBAL,ROSARIO,SANTA FE,2109,-60.83393318,-33.23987408
MANSILLA,MA. SAN PEREYRA 603,ACEBAL,ROSARIO,SANTA FE,2109,,
RIOS,PTE. ROCA 371,ACEBAL,ROSARIO,SANTA FE,2109,,
MIOR,BV. OROÑO 1223,SAN LORENZO,SAN LORENZO,SANTA FE,2200,-60.74008088,-32.73428746
MIRIAM GARCIA,BV. OROÑO 1546,SAN LORENZO,SAN LORENZO,SANTA FE,2200,-60.7441531,-32.73355884
ALBANESI,DORREGO 704,SAN LORENZO,SAN LORENZO,SANTA FE,2200,-60.73744791,-32.75440047
RIOS,DORREGO 1554,SAN LORENZO,SAN LORENZO,SANTA FE,2200,-60.73726499,-32.7461933
SQUILLACE,DORREGO 2411,SAN LORENZO,SAN LORENZO,SANTA FE,2200,-60.7368514,-32.73794317
FARMACIA A.M.U.R. ASOC. RURALISTA,Avenida San Martín 1147,SAN LORENZO,SAN LORENZO,SANTA FE,2200,-60.7342988,-32.750141
VIVIANA SILVA,ENTRE RIOS 754,SAN LORENZO,SAN LORENZO,SANTA FE,2200,-60.73570398,-32.74307207
ALESSANDRINI,GRAL LOPEZ 932,SAN LORENZO,SAN LORENZO,SANTA FE,2200,-60.73536935,-32.75203483
CERRETTO,GRAL. LOPEZ 3708,SAN LORENZO,SAN LORENZO,SANTA FE,2200,-60.7335846,-32.72493423
SUTKOWSKI,HIPOLITO YRIGOYEN 2698,SAN LORENZO,SAN LORENZO,SANTA FE,2200,-60.73599293,-32.73510041
GARCIA ALONSO,L N ALEM 617,SAN LORENZO,SAN LORENZO,SANTA FE,2200,,
MASSONI,MISIONES 1085,SAN LORENZO,SAN LORENZO,SANTA FE,2200,-60.74079668,-32.75637915
ALI,PASAJE DEL INMIGRANTE 758,SAN LORENZO,SAN LORENZO,SANTA FE,2200,,
HOSPITAL GRANADEROS A CABALLO,RICHIERI 347,SAN LORENZO,SAN LORENZO,SANTA FE,2200,-60.73449455,-32.75785371
PANACEA,SALTA 690,SAN LORENZO,SAN LORENZO,SANTA FE,2200,-60.73510945,-32.74486501
FROSCHAUER,SAN CARLOS 744,SAN LORENZO,SAN LORENZO,SANTA FE,2200,-60.73267699,-32.75443665
DOCOLA,SAN MARTIN 3319,SAN LORENZO,SAN LORENZO,SANTA FE,2200,-60.73307694,-32.7288323
LUDUEÑA,SAN MARTIN 3882,SAN LORENZO,SAN LORENZO,SANTA FE,2200,-60.73225619,-32.7234002
MEROI,SAN MARTIN 1147,SAN LORENZO,SAN LORENZO,SANTA FE,2200,-60.73432698,-32.75011898
RUCCI,SAN MARTIN 943,SAN LORENZO,SAN LORENZO,SANTA FE,2200,-60.73437115,-32.75198492
S.O.E.P.U.,SAN MARTIN 968,SAN LORENZO,SAN LORENZO,SANTA FE,2200,-60.73436923,-32.75175146
SERENELLI,SAN MARTIN 1798,SAN LORENZO,SAN LORENZO,SANTA FE,2200,-60.73417279,-32.74402446
ALESSANDRI,SARGENTO CABRAL 1335,SAN LORENZO,SAN LORENZO,SANTA FE,2200,-60.73079624,-32.74848006
MARTINEZ,SARGENTO CABRAL 2345,SAN LORENZO,SAN LORENZO,SANTA FE,2200,-60.73057612,-32.73951888
ROJAS,SARGENTO CABRAL 552,SAN LORENZO,SAN LORENZO,SANTA FE,2200,-60.7316285,-32.75678241
DE CRISTOFANO,GARIBALDI 295,ALBARELLOS,ROSARIO,SANTA FE,2101,-60.63724265,-33.23762478
LINGIARDI FABIANA,25 DE MAYO 567,ALCORTA,CONSTITUCIÓN,SANTA FE,2117,-61.12472601,-33.54175294
NARDONI,ALVEAR  213,ALCORTA,CONSTITUCIÓN,SANTA FE,2117,-61.12404622,-33.5448732
ROCCHI,AV. MITRE 109,ALCORTA,CONSTITUCIÓN,SANTA FE,2117,,
ALESSO,BELGRANO 394,ALCORTA,CONSTITUCIÓN,SANTA FE,2117,-61.12615532,-33.53847764
FERNANDEZ,ESPAÑA 798,ALCORTA,CONSTITUCIÓN,SANTA FE,2117,-61.12241112,-33.53951712
SACCANI,ITALIA 901,ALCORTA,CONSTITUCIÓN,SANTA FE,2117,-61.12171026,-33.5379359
DE BONIS,RECONQUISTA  846,ALCORTA,CONSTITUCIÓN,SANTA FE,2117,-61.12361274,-33.53611499
BENEDETTI,RIVADAVIA 203,ALCORTA,CONSTITUCIÓN,SANTA FE,2117,-61.12624913,-33.5410432
PLACENTI,BELGRANO 632,ALVAREZ,ROSARIO,SANTA FE,2107,-60.80305727,-33.13019972
NENCIONI,ITUZAIGO 347,ALVAREZ,ROSARIO,SANTA FE,2107,-60.80684719,-33.12657776
CIPRIANI,SAN MARTIN 603,ALVAREZ,ROSARIO,SANTA FE,2107,-60.80103546,-33.13056092
MANGIONE,PELLEGRINI 2198,ALVEAR,ROSARIO,SANTA FE,2126,-60.6173524,-33.05988477
PIGHIN,SAN MARTIN 2396,ALVEAR,ROSARIO,SANTA FE,2126,-60.62025019,-33.06015482
LUPO,25 DE MAYO 770,PUEBLO ANDINO,IRIONDO,SANTA FE,2214,-60.87701686,-32.67093604
GIUDICE,LISANDRO DE LA TORRE 672,PUEBLO ANDINO,IRIONDO,SANTA FE,2214,-60.87790316,-32.66603648
BUCCELLA,AV. 9 DE JULIO 1533,AREQUITO,CASEROS,SANTA FE,2183,-61.47140869,-33.14188976
BACHMAN,B. LOPEZ 1686,AREQUITO,CASEROS,SANTA FE,2183,,
LIBARDI,B. LOPEZ 1367,AREQUITO,CASEROS,SANTA FE,2183,,
PEDRIDO,B. LOPEZ 1568,AREQUITO,CASEROS,SANTA FE,2183,,
U.O.M.,CORDOBA 1202,AREQUITO,CASEROS,SANTA FE,2183,-61.4757447,-33.14815063
GRIVARELLO,DR. J. MANINO 1643,AREQUITO,CASEROS,SANTA FE,2183,,
BIAGETTI,14 DE DICIEMBRE 1802,ARMSTRONG,BELGRANO,SANTA FE,2508,-61.60520288,-32.78135573
SANTINELLI,14 DE DICIEMBRE 1315,ARMSTRONG,BELGRANO,SANTA FE,2508,-61.59858514,-32.78253724
PAGURA,BV ROLDAN 1677,ARMSTRONG,BELGRANO,SANTA FE,2508,-61.60384508,-32.7828889
FRANCISCONI,BV. FLOTRON 1745,ARMSTRONG,BELGRANO,SANTA FE,2508,,
ROQUETTA,SARGENTO CABRAL 884,SAN LORENZO,SAN LORENZO,SANTA FE,2200,-60.73087413,-32.7525916
ALZUGARAY,URIBURU 1405,SAN LORENZO,SAN LORENZO,SANTA FE,2200,-60.74054402,-32.7474758
AMADIO,MARIANO MORENO 70,SANCTI SPIRITU,GENERAL LÓPEZ,SANTA FE,2617,-62.2415961,-34.0106042
BEJARANO,RIVADAVIA 303,SANCTI SPIRITU,GENERAL LÓPEZ,SANTA FE,2617,-62.24289034,-34.00810243
BALSAMO,BV.ROLDAN 1501,ARMSTRONG,BELGRANO,SANTA FE,2508,-61.60142079,-32.78331394
RUBICINI,DELFOR CABRERA 1487,ARMSTRONG,BELGRANO,SANTA FE,2508,-61.60258043,-32.78880373
GRIFFA,FRENCH 1564,ARMSTRONG,BELGRANO,SANTA FE,2508,,
TERRANEO,SAN MARTIN 1453,ARMSTRONG,BELGRANO,SANTA FE,2508,-61.60109036,-32.78469631
GAUDIO,GRAL LOPEZ 43,ARROYO SECO,ROSARIO,SANTA FE,2128,-60.51750221,-33.15514131
BRACCIO,H. IRIGOYEN 230,ARROYO SECO,ROSARIO,SANTA FE,2128,,
DELVECCHIO,HUMBERTO PRIMO 655,ARROYO SECO,ROSARIO,SANTA FE,2128,-60.50469447,-33.15627234
GRASSO,INT. CONSTANTINI 53,ARROYO SECO,ROSARIO,SANTA FE,2128,-60.50079439,-33.15714805
ARGUTTI,J. B .JUSTO 374,ARROYO SECO,ROSARIO,SANTA FE,2128,,
DE LUCA,LIBERTAD 231,ARROYO SECO,ROSARIO,SANTA FE,2128,-60.51363809,-33.15527714
TAGLIARINO,LIBERTAD 576,ARROYO SECO,ROSARIO,SANTA FE,2128,-60.5105735,-33.15274424
DIMAURO,MORENO 31,ARROYO SECO,ROSARIO,SANTA FE,2128,-60.50732528,-33.16291925
MALUCCHI,SAN MARTIN 98,ARROYO SECO,ROSARIO,SANTA FE,2128,-60.50594971,-33.16065152
TOGNETTI,SAN MARTIN 337,ARROYO SECO,ROSARIO,SANTA FE,2128,-60.50830968,-33.15863636
NIEVAS,YRIGOYEN 443 bis,ARROYO SECO,ROSARIO,SANTA FE,2128,-60.51922954,-33.16058794
PEROTTI,INDEPENDENCIA 613,ARTEAGA,CASEROS,SANTA FE,2187,-61.79416967,-33.09125165
FERRETTI,ROGELIO NARDI 598,ARTEAGA,CASEROS,SANTA FE,2187,-61.79121301,-33.08500798
ARTEAGA,SAN MARTIN 405,ARTEAGA,CASEROS,SANTA FE,2187,-61.79256525,-33.09267144
DEL PUEBLO,SAN MARTIN 80,ARTEAGA,CASEROS,SANTA FE,2187,-61.7911989,-33.08915593
FERRONI,SAN MARTIN 145,ARTEAGA,CASEROS,SANTA FE,2187,-61.79139673,-33.08986632
ROGELIO TERRE,MARIANO MORENO 199,BERAVEBU,CASEROS,SANTA FE,2826,,
FRAPPA,R. TORRE 524,BERAVEBU,CASEROS,SANTA FE,2826,,
BERAVEBU,ROGELIO TERRE 747,BERAVEBU,CASEROS,SANTA FE,2826,-61.86348207,-33.34022902
MUTUAL C .M. DEPORT. BERAVEBU,S. DE IRIONDO 538,BERAVEBU,CASEROS,SANTA FE,2826,,
PAOLUCCI,AV. SAN MARTIN 1199,BIGAND,CASEROS,SANTA FE,2177,-61.1813157,-33.37537211
ERCEG,CORDOBA 1422,BIGAND,CASEROS,SANTA FE,2177,-61.18603477,-33.37405528
ITURBE,R DE ESCALADA 1444,BIGAND,CASEROS,SANTA FE,2177,,
BATISTA,RIVADAVIA 1498,BIGAND,CASEROS,SANTA FE,2177,-61.18616776,-33.37541148
CLAPIZ,SARMIENTO 321,BIGAND,CASEROS,SANTA FE,2177,-61.18453467,-33.37553945
BIONDI,ALTAMIRANO 521,BOMBAL,CONSTITUCIÓN,SANTA FE,2179,-61.319553,-33.4586295
JUAN,AV. SAN MARTIN 238,BOMBAL,CONSTITUCIÓN,SANTA FE,2179,-61.31943555,-33.45635889
FARMACIA STAMPELLA,AV. SAN MARTIN 148,BOMBAL,CONSTITUCIÓN,SANTA FE,2179,-61.32013691,-33.45548808
FARMACIA TREGGIA,AV. SAN MARTIN 334,BOMBAL,CONSTITUCIÓN,SANTA FE,2179,-61.31868286,-33.45733062
ROSSO,9 DE JULIO 29,BOUQUET,BELGRANO,SANTA FE,2523,-61.8896158,-32.42221548
PIRES,RIVADAVIA 197,BOUQUET,BELGRANO,SANTA FE,2523,-61.88882644,-32.424072
TABORDA,SAN MARTIN 862,BUSTINZA,IRIONDO,SANTA FE,2501,-61.29190223,-32.73994052
BERASI,JUAN GODEKEN  851,CAFFERATA,GENERAL LÓPEZ,SANTA FE,2643,,
ASOC. MUT .JUVENTUD UNIDA,SAN MARTIN 998,CAFFERATA,GENERAL LÓPEZ,SANTA FE,2643,-62.08307329,-33.44058112
BARBIERO,AVELLANEDA  498,CAÑADA DE GOMEZ,IRIONDO,SANTA FE,2500,-61.38652445,-32.80982399
MEZZANO,BV. CENTENARIO 802,CAÑADA DE GOMEZ,IRIONDO,SANTA FE,2500,-61.39205763,-32.81477818
RACCA,BV. CENTENARIO 1474,CAÑADA DE GOMEZ,IRIONDO,SANTA FE,2500,-61.40178757,-32.81302827
GIRI,INDEPENDENCIA 506,CAÑADA DE GOMEZ,IRIONDO,SANTA FE,2500,-61.40654005,-32.81332288
TAULAMET,LAPRIDA 802,CAÑADA DE GOMEZ,IRIONDO,SANTA FE,2500,-61.4016815,-32.81121307
ADEO,LAVALLE 1304,CAÑADA DE GOMEZ,IRIONDO,SANTA FE,2500,-61.40090114,-32.81929731
ASOC. MUT. FERROVIARIA,LAVALLE 472,CAÑADA DE GOMEZ,IRIONDO,SANTA FE,2500,-61.38893616,-32.82136144
GRAVIER,LAVALLE 1102,CAÑADA DE GOMEZ,IRIONDO,SANTA FE,2500,-61.39812671,-32.81977926
SIMARA (AMAS),LAVALLE 1044 loc. 8 y 9,CAÑADA DE GOMEZ,IRIONDO,SANTA FE,2500,,
GARCIA,MARCONI 396,CAÑADA DE GOMEZ,IRIONDO,SANTA FE,2500,-61.38167649,-32.81887889
TORRE,Moreno 356,CAÑADA DE GOMEZ,IRIONDO,SANTA FE,2500,-61.396161,-32.81689
TERZONI,MORENO  302,CAÑADA DE GOMEZ,IRIONDO,SANTA FE,2500,-61.39617459,-32.81755543
LOVATO,OROÑO 821,CAÑADA DE GOMEZ,IRIONDO,SANTA FE,2500,-61.3886182,-32.81256693
PALAZZESI,PELLEGRINI 16,CAÑADA DE GOMEZ,IRIONDO,SANTA FE,2500,-61.39975018,-32.82054297
IADANZA,RIVADAVIA 503,CAÑADA DE GOMEZ,IRIONDO,SANTA FE,2500,-61.38874546,-32.81885335
GALFRE,SARMIENTO 25,CAÑADA DE GOMEZ,IRIONDO,SANTA FE,2500,-61.39224625,-32.82172688
BARONIO,URQUIZA 801,CAÑADA DE GOMEZ,IRIONDO,SANTA FE,2500,-61.39556952,-32.8294994
HOSPITAL PROVINCIAL SAN JOSE,URQUIZA 750,CAÑADA DE GOMEZ,IRIONDO,SANTA FE,2500,-61.39488486,-32.82962019
ZONA DE SALUD VI,URQUIZA 750,CAÑADA DE GOMEZ,IRIONDO,SANTA FE,2500,-61.39488486,-32.82962019
UGOLINI,SAN MARTIN 670,CAÑADA DEL UCLE,GENERAL LÓPEZ,SANTA FE,2635,-61.60923962,-33.40771529
FOGLIA,TTE. GENERAL LONARDI 440,CAÑADA RICA,CONSTITUCIÓN,SANTA FE,2105,,
FARMACIA RUCCI,9 de Julio 177,CAPITAN BERMUDEZ,SAN LORENZO,SANTA FE,2154,-60.7173316,-32.8205323
CEBALLOS,AV SAN LORENZO 229,CAPITAN BERMUDEZ,SAN LORENZO,SANTA FE,2154,,
PERLO,AV. EVA PERON 586,CAPITAN BERMUDEZ,SAN LORENZO,SANTA FE,2154,,
ALARCON,AV. SAN LORENZO 3147,CAPITAN BERMUDEZ,SAN LORENZO,SANTA FE,2154,,
FARMACIA FERNANDEZ,Avenida San Lorenzo 1629,CAPITAN BERMUDEZ,SAN LORENZO,SANTA FE,2154,-60.716289,-32.8170211
ROJAS,AV. SAN LORENZO 901,CAPITAN BERMUDEZ,SAN LORENZO,SANTA FE,2154,,
ROSARIO,AV. SAN LORENZO 671,CAPITAN BERMUDEZ,SAN LORENZO,SANTA FE,2154,,
ZACCO,AV. SAN ROQUE 35,CAPITAN BERMUDEZ,SAN LORENZO,SANTA FE,2154,,
ROSSINI,C. COLON 13,CAPITAN BERMUDEZ,SAN LORENZO,SANTA FE,2154,,
CINALLI,CELEDONIO ESCALADA 50,CAPITAN BERMUDEZ,SAN LORENZO,SANTA FE,2154,,
GIALLEONARDO,COLON 799,CAPITAN BERMUDEZ,SAN LORENZO,SANTA FE,2154,,
FARMACIA GONZALEZ,Colón 1312,CAPITAN BERMUDEZ,SAN LORENZO,SANTA FE,2154,,
GAIA,JUJUY 573,CAPITAN BERMUDEZ,SAN LORENZO,SANTA FE,2154,,
VILLAREAL,JUJUY 31,CAPITAN BERMUDEZ,SAN LORENZO,SANTA FE,2154,,
RICCA,PTE. PERON 99,CAPITAN BERMUDEZ,SAN LORENZO,SANTA FE,2154,,
YUS,SALTA 60,CAPITAN BERMUDEZ,SAN LORENZO,SANTA FE,2154,,
SAN MARTIN,1° DE MAYO 443,CARCARAÑA,SAN LORENZO,SANTA FE,2138,,
CUSUMANO,AV. LA PLATA 1660,CARCARAÑA,SAN LORENZO,SANTA FE,2138,,
PIKHART,AVDA. LA PLATA 654,CARCARAÑA,SAN LORENZO,SANTA FE,2138,,
GASSMANN,BELGRANO 1032,CARCARAÑA,SAN LORENZO,SANTA FE,2138,-61.15567577,-32.85618725
LA CUMBRE,BELGRANO 1433,CARCARAÑA,SAN LORENZO,SANTA FE,2138,-61.14986001,-32.85725328
PITTERI,EVA PERON 536,CARCARAÑA,SAN LORENZO,SANTA FE,2138,-61.15898217,-32.85612642
NARDI,SAN MARTIN 726,CARCARAÑA,SAN LORENZO,SANTA FE,2138,-61.15942302,-32.85384369
BERASAIN,SARMIENTO 1055,CARCARAÑA,SAN LORENZO,SANTA FE,2138,-61.15569346,-32.85757209
SOC. ITALIANA DE S. M .,SARMIENTO 1405/23,CARCARAÑA,SAN LORENZO,SANTA FE,2138,-61.15063832,-32.85845687
TRUCCO,MITRE 335,CARMEN,GENERAL LÓPEZ,SANTA FE,2618,-61.75856055,-33.73365443
KURTH,RIVADAVIA  354,CARMEN,GENERAL LÓPEZ,SANTA FE,2618,-61.75920497,-33.73075058
PALACIOS,OLMOS 453,CARRERAS,GENERAL LÓPEZ,SANTA FE,2729,-61.31081206,-33.60062558
